STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,VSH_GR
ABAB,ABB-138,1490.9292,8.3536,-1.3125,55.8194,2.181,0.2131,2.4178,BTL,
ABAB,ABB-138,1491.0816,8.4296,-0.6328,57.0862,2.1226,0.2205,2.3921,BTL,
ABAB,ABB-138,1491.234,8.455,-0.3393,57.4342,2.061,0.208,2.3558,BTL,
ABAB,ABB-138,1491.3864,8.4296,-0.4766,58.2648,1.9332,0.2469,2.3134,BTL,
ABAB,ABB-138,1491.5388,8.455,-0.5156,56.8936,1.847,0.2605,2.2911,BTL,
ABAB,ABB-138,1491.6912,8.4043,-0.7812,60.0188,1.8942,0.2783,2.2754,BTL,
ABAB,ABB-138,1491.8436,8.4296,-0.7969,57.6923,1.8621,0.2756,2.2543,BTL,
ABAB,ABB-138,1491.996,8.4804,-0.6563,59.4459,1.7046,0.2902,2.2415,BTL,
ABAB,ABB-138,1492.1484,8.4423,-0.1563,56.8284,1.7804,0.2904,2.2382,BTL,
ABAB,ABB-138,1492.3008,8.4296,-0.0625,55.6198,2.001,0.2789,2.2645,BTL,
ABAB,ABB-138,1492.4532,8.4296,-0.0625,54.0873,2.9189,0.2697,2.2952,BTL,
ABAB,ABB-138,1492.6056,8.417,-0.0625,52.9073,2.8189,0.2524,2.3247,BTL,
ABAB,ABB-138,1492.758,8.3028,-0.0625,57.5341,2.8216,0.229,2.332,BTL,
ABAB,ABB-138,1492.9104,8.2775,-0.0625,59.4684,2.7565,0.2185,2.3305,BTL,
ABAB,ABB-138,1493.0628,8.2775,-0.0625,56.8992,3.3508,0.2194,2.3315,BTL,
ABAB,ABB-138,1493.2152,8.3028,-0.0625,56.2975,3.1334,0.2294,2.3469,BTL,
ABAB,ABB-138,1493.3676,8.3536,-0.0625,57.8191,3.1869,0.2144,2.3741,BTL,
ABAB,ABB-138,1493.52,8.3789,-0.0625,58.0418,3.3679,0.1987,2.3887,BTL,
ABAB,ABB-138,1493.6724,8.3282,-0.0625,54.5736,3.3247,0.1947,2.3937,BTL,
ABAB,ABB-138,1493.8248,8.3789,-0.0625,49.2815,3.9872,0.2027,2.3844,BTL,
ABAB,ABB-138,1493.9772,8.3789,-0.5781,49.8005,3.8931,0.1957,2.3759,BTL,
ABAB,ABB-138,1494.1296,8.3789,-1.0312,48.5169,3.7635,0.1783,2.3606,BTL,
ABAB,ABB-138,1494.282,8.4296,-1.8515,48.7931,3.6828,0.1873,2.3433,BTL,
ABAB,ABB-138,1494.4344,8.4296,-2.9453,52.9068,3.2335,0.1925,2.3443,BTL,
ABAB,ABB-138,1494.5868,8.4043,-3.9553,51.2884,2.9136,0.2083,2.3443,BTL,
ABAB,ABB-138,1494.7392,8.3916,-3.8672,54.1874,3.1689,0.2179,2.3552,BTL,
ABAB,ABB-138,1494.8916,8.3282,-4.3984,49.7869,4.5821,0.2237,2.374,BTL,
ABAB,ABB-138,1495.044,8.2775,-4.5078,51.8953,4.5958,0.2163,2.4134,BTL,
ABAB,ABB-138,1495.1964,8.3282,-4.625,53.7959,2.8108,0.1833,2.4362,BTL,
ABAB,ABB-138,1495.3488,8.3028,-4.8281,62.3603,2.7296,0.1797,2.4315,BTL,
ABAB,ABB-138,1495.5012,8.3282,-5.2031,66.8788,4.328,0.1853,2.423,BTL,
ABAB,ABB-138,1495.6536,8.2775,-4.2232,74.2763,4.1554,0.1955,2.4159,BTL,
ABAB,ABB-138,1495.806,8.2775,-4.0,74.8614,3.9568,0.1844,2.4075,BTL,
ABAB,ABB-138,1495.9584,8.2268,-3.5313,73.9229,3.6763,0.1736,2.4083,BTL,
ABAB,ABB-138,1496.1108,8.2521,-3.6953,74.4472,4.3876,0.1705,2.4078,BTL,
ABAB,ABB-138,1496.2632,8.2648,-3.8672,70.9072,5.1841,0.1614,2.437,BTL,
ABAB,ABB-138,1496.4156,8.2902,-4.5234,71.333,6.2016,0.1586,2.4576,BTL,
ABAB,ABB-138,1496.568,8.3282,-4.0313,60.6116,7.8481,0.1545,2.4722,BTL,
ABAB,ABB-138,1496.7204,8.2775,-3.7813,54.8987,7.9223,0.1558,2.4557,BTL,
ABAB,ABB-138,1496.8728,8.2775,-3.375,53.1672,3.6267,0.1615,2.4054,BTL,
ABAB,ABB-138,1497.0252,8.2902,-3.9107,58.0098,2.6851,0.1986,2.3482,BTL,
ABAB,ABB-138,1497.1776,8.3282,-4.4844,58.8044,2.6116,0.2387,2.3028,BTL,
ABAB,ABB-138,1497.33,8.3028,-5.3437,60.2607,3.0753,0.2276,2.3054,BTL,
ABAB,ABB-138,1497.4824,8.3028,-5.4687,58.0104,4.8906,0.2099,2.3628,BTL,
ABAB,ABB-138,1497.6348,8.3536,-5.3438,58.0103,4.351,0.1897,2.423,BTL,
ABAB,ABB-138,1497.7872,8.3155,-5.5234,52.5117,2.8745,0.1769,2.4607,BTL,
ABAB,ABB-138,1497.9396,8.2775,-5.4844,51.0641,3.9017,0.1773,2.4468,BTL,
ABAB,ABB-138,1498.092,8.3028,-5.5703,52.8981,4.5503,0.182,2.4215,BTL,
ABAB,ABB-138,1498.2444,8.3282,-5.9765,53.5041,3.7927,0.1899,2.3982,BTL,
ABAB,ABB-138,1498.3968,8.2775,-6.7578,52.7506,5.0524,0.1954,2.3898,BTL,
ABAB,ABB-138,1498.5492,8.2775,-6.8047,52.7508,5.6798,0.1847,2.4013,BTL,
ABAB,ABB-138,1498.7016,8.3282,-7.1797,55.0605,4.678,0.1591,2.4195,BTL,
ABAB,ABB-138,1498.854,8.2902,-7.4922,54.8988,4.3175,0.1433,2.4463,BTL,
ABAB,ABB-138,1499.0064,8.3282,-7.3482,53.7283,5.1988,0.1315,2.4805,BTL,
ABAB,ABB-138,1499.1588,8.3028,-5.6563,52.2026,5.759,0.1266,2.517,BTL,
ABAB,ABB-138,1499.3112,8.3028,-4.6953,61.9429,5.6635,0.1103,2.5443,BTL,
ABAB,ABB-138,1499.4636,8.3028,-4.0547,66.8274,5.6738,0.1082,2.5382,BTL,
ABAB,ABB-138,1499.616,8.3155,-3.6094,71.3462,4.9892,0.1076,2.524,BTL,
ABAB,ABB-138,1499.7684,8.3536,-3.1641,66.901,5.8809,0.1114,2.518,BTL,
ABAB,ABB-138,1499.9208,8.3028,-3.7734,65.8256,7.783,0.1182,2.531,BTL,
ABAB,ABB-138,1500.0732,8.3282,-3.9766,55.7892,7.6219,0.1166,2.5369,BTL,
ABAB,ABB-138,1500.2256,8.2775,-4.1328,54.8094,5.1633,0.12,2.5243,BTL,
ABAB,ABB-138,1500.378,8.3282,-3.9297,57.5975,3.639,0.1283,2.481,BTL,
ABAB,ABB-138,1500.5304,8.3789,-3.9141,72.2351,2.2321,0.1492,2.4191,BTL,
ABAB,ABB-138,1500.6828,8.3789,-3.875,77.74,2.1579,0.1882,2.3499,BTL,
ABAB,ABB-138,1500.8352,8.3789,-3.9219,75.8748,1.9787,0.2442,2.3075,BTL,
ABAB,ABB-138,1500.9876,8.3536,-4.1172,72.1315,1.4549,0.2999,2.2965,BTL,
ABAB,ABB-138,1501.14,8.3536,-4.1016,68.2723,1.7831,0.3072,2.3036,BTL,
ABAB,ABB-138,1501.2924,8.4043,-4.7578,67.8485,1.6901,0.2866,2.3115,BTL,
ABAB,ABB-138,1501.4448,8.417,-5.289,63.3565,1.5585,0.251,2.3,BTL,
ABAB,ABB-138,1501.5972,8.3789,-5.8828,66.0293,1.6718,0.2609,2.29,BTL,
ABAB,ABB-138,1501.7496,8.3789,-6.5703,67.567,1.7603,0.2709,2.2803,BTL,
ABAB,ABB-138,1501.902,8.4296,-7.0234,74.2159,1.9985,0.2945,2.29,BTL,
ABAB,ABB-138,1502.0544,8.3028,-8.0,70.3504,2.2299,0.2914,2.3076,BTL,
ABAB,ABB-138,1502.2068,8.3282,-8.3906,75.6247,2.0459,0.2904,2.3304,BTL,
ABAB,ABB-138,1502.3592,8.3028,-8.8906,74.9022,2.1765,0.2836,2.3422,BTL,
ABAB,ABB-138,1502.5116,8.3282,-9.1328,78.0134,2.593,0.2783,2.3506,BTL,
ABAB,ABB-138,1502.664,8.3536,-9.4687,76.0968,2.6909,0.2453,2.35,BTL,
ABAB,ABB-138,1502.8164,8.3789,-10.5859,78.3222,1.9898,0.2309,2.3603,BTL,
ABAB,ABB-138,1502.9688,8.3028,-9.8828,84.145,2.0762,0.224,2.3744,BTL,
ABAB,ABB-138,1503.1212,8.3028,-10.4531,80.9035,2.4965,0.2271,2.3732,BTL,
ABAB,ABB-138,1503.2736,8.3282,-11.3281,82.1468,2.0593,0.2335,2.3542,BTL,
ABAB,ABB-138,1503.426,8.2775,-11.0625,83.2567,2.1583,0.2417,2.3281,BTL,
ABAB,ABB-138,1503.5784,8.2775,-10.0157,94.8011,2.1837,0.2476,2.3485,BTL,
ABAB,ABB-138,1503.7308,8.2775,-9.2422,87.9472,3.3827,0.2309,2.3858,BTL,
ABAB,ABB-138,1503.8832,8.2775,-9.3828,78.8165,3.5669,0.1978,2.4129,BTL,
ABAB,ABB-138,1504.0356,8.3028,-10.1719,71.8555,2.2197,0.1817,2.3825,BTL,
ABAB,ABB-138,1504.188,8.3282,-10.3437,71.6082,1.9954,0.1908,2.3516,BTL,
ABAB,ABB-138,1504.3404,8.3536,-10.7031,74.3579,1.9805,0.2314,2.339,BTL,
ABAB,ABB-138,1504.4928,8.3789,-11.1094,65.2657,2.1731,0.2553,2.3484,BTL,
ABAB,ABB-138,1504.6452,8.3536,-11.3516,65.6387,2.2257,0.2602,2.3566,BTL,
ABAB,ABB-138,1504.7976,8.4043,-11.7656,61.0648,1.8952,0.2496,2.3538,BTL,
ABAB,ABB-138,1504.95,8.3789,-11.7344,62.2469,1.8936,0.2534,2.3614,BTL,
ABAB,ABB-138,1505.1024,8.3789,-12.5859,58.1697,2.0225,0.2449,2.3678,BTL,
ABAB,ABB-138,1505.2548,8.3789,-12.6484,56.8011,1.9831,0.2469,2.3633,BTL,
ABAB,ABB-138,1505.4072,8.3789,-12.7031,59.474,1.925,0.2453,2.3492,BTL,
ABAB,ABB-138,1505.5596,8.3536,-13.0625,62.6777,2.3161,0.2411,2.3376,BTL,
ABAB,ABB-138,1505.712,8.3536,-13.1875,63.1918,2.4572,0.2341,2.3531,BTL,
ABAB,ABB-138,1505.8644,8.3916,-13.625,59.854,2.5854,0.237,2.3805,BTL,
ABAB,ABB-138,1506.0168,8.4296,-13.9792,57.9782,3.5913,0.241,2.4085,BTL,
ABAB,ABB-138,1506.1692,8.4296,-14.75,52.4037,4.5849,0.2138,2.4299,BTL,
ABAB,ABB-138,1506.3216,8.4296,-13.9453,51.5115,3.8281,0.1907,2.4439,BTL,
ABAB,ABB-138,1506.474,8.3789,-13.9922,49.0585,2.8155,0.1791,2.4418,BTL,
ABAB,ABB-138,1506.6264,8.3789,-13.7344,54.7362,2.4173,0.1904,2.4141,BTL,
ABAB,ABB-138,1506.7788,8.3789,-14.375,55.7482,2.2232,0.1968,2.3823,BTL,
ABAB,ABB-138,1506.9312,8.3916,-14.4766,60.9663,2.3795,0.2152,2.3639,BTL,
ABAB,ABB-138,1507.0836,8.3662,-14.9609,58.3604,3.1651,0.2148,2.3814,BTL,
ABAB,ABB-138,1507.236,8.3789,-15.4531,53.2374,3.6021,0.2054,2.4088,BTL,
ABAB,ABB-138,1507.3884,8.4296,-15.5078,47.9961,4.1225,0.2056,2.4417,BTL,
ABAB,ABB-138,1507.5408,8.3789,-15.2344,49.7543,4.5845,0.189,2.4643,BTL,
ABAB,ABB-138,1507.6932,8.4043,-14.8672,54.4395,4.131,0.1997,2.4641,BTL,
ABAB,ABB-138,1507.8456,8.3789,-14.2422,55.0789,3.5678,0.1973,2.4613,BTL,
ABAB,ABB-138,1507.998,8.4043,-13.4219,53.237,2.6939,0.2036,2.4455,BTL,
ABAB,ABB-138,1508.1504,8.3789,-12.875,54.1282,2.4832,0.1996,2.441,BTL,
ABAB,ABB-138,1508.3028,8.3789,-12.1953,52.1808,2.5009,0.2006,2.4225,BTL,
ABAB,ABB-138,1508.4552,8.4043,-11.7422,58.2012,2.3653,0.1994,2.3959,BTL,
ABAB,ABB-138,1508.6076,8.4296,-11.8047,60.9434,1.881,0.216,2.3701,BTL,
ABAB,ABB-138,1508.76,8.455,-11.2656,65.4078,1.7678,0.2355,2.3469,BTL,
ABAB,ABB-138,1508.9124,8.455,-11.4375,64.2919,2.5309,0.2446,2.3287,BTL,
ABAB,ABB-138,1509.0648,8.4296,-9.7423,58.3285,2.4727,0.2305,2.3155,BTL,
ABAB,ABB-138,1509.2172,8.4677,-9.1094,52.5184,1.6487,0.2514,2.2959,BTL,
ABAB,ABB-138,1509.3696,8.5057,-8.3438,52.7992,1.2529,0.2924,2.2927,BTL,
ABAB,ABB-138,1509.522,8.493,-8.25,54.872,1.3634,0.3431,2.2888,BTL,
ABAB,ABB-138,1509.6744,8.4677,-8.3359,58.7752,1.3842,0.3448,2.2887,BTL,
ABAB,ABB-138,1509.8268,8.4804,-8.4306,58.3287,1.257,0.3455,2.2702,BTL,
ABAB,ABB-138,1509.9792,8.4804,-8.5234,61.9041,1.2584,0.3257,2.2565,BTL,
ABAB,ABB-138,1510.1316,8.4804,-9.3906,63.7614,1.3508,0.3165,2.2558,BTL,
ABAB,ABB-138,1510.284,8.4296,-9.5078,63.8459,1.1762,0.303,2.2717,BTL,
ABAB,ABB-138,1510.4364,8.3916,-9.8515,59.5397,1.3267,0.3154,2.2923,BTL,
ABAB,ABB-138,1510.5888,8.3789,-9.5078,56.1028,1.7292,0.3084,2.3144,BTL,
ABAB,ABB-138,1510.7412,8.3536,-8.5547,58.551,1.522,0.306,2.3183,BTL,
ABAB,ABB-138,1510.8936,8.3789,-10.2109,61.6679,1.2833,0.3122,2.3002,BTL,
ABAB,ABB-138,1511.046,8.4296,-11.2812,66.711,1.0831,0.3341,2.2731,BTL,
ABAB,ABB-138,1511.1984,8.4804,-11.2813,65.3272,1.0587,0.3645,2.2574,BTL,
ABAB,ABB-138,1511.3508,8.5057,-10.8281,64.7262,1.0555,0.3542,2.2609,BTL,
ABAB,ABB-138,1511.5032,8.5311,-10.8906,64.3481,1.0204,0.356,2.2635,BTL,
ABAB,ABB-138,1511.6556,8.5818,-11.3281,65.6105,0.9966,0.347,2.2667,BTL,
ABAB,ABB-138,1511.808,8.6325,-11.1484,66.6529,1.1917,0.3589,2.2737,BTL,
ABAB,ABB-138,1511.9604,8.5311,-11.0781,66.6529,1.5163,0.3735,2.2925,BTL,
ABAB,ABB-138,1512.1128,8.5057,-11.1875,62.1061,1.5384,0.3293,2.3146,BTL,
ABAB,ABB-138,1512.2652,8.455,-9.4376,58.5517,1.5126,0.2952,2.3277,BTL,
ABAB,ABB-138,1512.4176,8.417,-9.9453,59.669,1.689,0.263,2.3233,BTL,
ABAB,ABB-138,1512.57,8.4296,-9.4297,59.381,1.3926,0.2732,2.3219,BTL,
ABAB,ABB-138,1512.7224,8.455,-9.375,61.5242,1.5163,0.2939,2.3258,BTL,
ABAB,ABB-138,1512.8748,8.455,-9.6875,62.4187,1.398,0.3018,2.3334,BTL,
ABAB,ABB-138,1513.0272,8.455,-9.8125,62.1273,1.2172,0.3092,2.3262,BTL,
ABAB,ABB-138,1513.1796,8.493,-10.5694,63.2447,1.1816,0.2924,2.3035,BTL,
ABAB,ABB-138,1513.332,8.4804,-10.8672,62.4121,1.174,0.284,2.2821,BTL,
ABAB,ABB-138,1513.4844,8.455,-11.1875,63.1703,1.1285,0.299,2.2755,BTL,
ABAB,ABB-138,1513.6368,8.4804,-11.0078,63.9102,1.1403,0.3062,2.2837,BTL,
ABAB,ABB-138,1513.7892,8.4804,-11.2656,62.1949,1.2546,0.3272,2.2911,BTL,
ABAB,ABB-138,1513.9416,8.4804,-11.5469,64.2083,1.3816,0.2936,2.2996,BTL,
ABAB,ABB-138,1514.094,8.455,-12.4375,64.9617,1.4852,0.2961,2.3041,BTL,
ABAB,ABB-138,1514.2464,8.455,-12.7109,68.6081,1.2548,0.2864,2.3096,BTL,
ABAB,ABB-138,1514.3988,8.455,-13.7734,69.0552,1.28,0.2909,2.319,BTL,
ABAB,ABB-138,1514.5512,8.4804,-14.5078,65.3272,1.952,0.2861,2.3483,BTL,
ABAB,ABB-138,1514.7036,8.4296,-14.4219,72.1836,2.7151,0.264,2.4051,BTL,
ABAB,ABB-138,1514.856,8.4804,-15.75,75.7591,2.5208,0.2451,2.4439,BTL,
ABAB,ABB-138,1515.0084,8.4804,-16.8263,79.8252,2.3007,0.2243,2.457,BTL,
ABAB,ABB-138,1515.1608,8.455,-17.4765,71.3295,2.2862,0.2125,2.4345,BTL,
ABAB,ABB-138,1515.3132,8.455,-18.7656,72.671,2.4114,0.2101,2.4287,BTL,
ABAB,ABB-138,1515.4656,8.4804,-20.1562,75.2529,2.7878,0.2033,2.4443,BTL,
ABAB,ABB-138,1515.618,8.5311,-22.578,82.4292,3.5432,0.1978,2.4769,BTL,
ABAB,ABB-138,1515.7704,8.5057,-23.9999,86.0556,4.662,0.1866,2.5034,BTL,
ABAB,ABB-138,1515.9228,8.5057,-24.1562,84.8045,5.795,0.1736,2.5216,BTL,
ABAB,ABB-138,1516.0752,8.5311,-24.6528,78.6973,6.5802,0.1561,2.5293,BTL,
ABAB,ABB-138,1516.2276,8.5818,-26.0312,74.2691,6.454,0.1358,2.5423,BTL,
ABAB,ABB-138,1516.38,8.7086,-26.1094,77.1773,7.3587,0.1279,2.5564,BTL,
ABAB,ABB-138,1516.5324,8.7086,-26.1406,89.1854,7.1806,0.1224,2.5641,BTL,
ABAB,ABB-138,1516.6848,8.6833,-26.0781,92.1706,6.848,0.118,2.5527,BTL,
ABAB,ABB-138,1516.8372,8.5945,-26.0313,90.6972,7.5379,0.115,2.5312,BTL,
ABAB,ABB-138,1516.9896,8.5565,-25.0139,81.8261,7.8822,0.1106,2.5171,BTL,
ABAB,ABB-138,1517.142,8.5691,-24.4219,88.3344,4.2418,0.1159,2.51,BTL,
ABAB,ABB-138,1517.2944,8.5691,-24.3594,104.8186,2.8232,0.1312,2.4871,BTL,
ABAB,ABB-138,1517.4468,8.493,-21.5704,107.2951,3.3538,0.1603,2.4554,BTL,
ABAB,ABB-138,1517.5992,8.4296,-17.6095,96.5566,2.977,0.1777,2.4175,BTL,
ABAB,ABB-138,1517.7516,8.4043,-15.6641,77.4638,2.5399,0.1857,2.4048,BTL,
ABAB,ABB-138,1517.904,8.4296,-14.0001,72.9687,2.2338,0.2047,2.3958,BTL,
ABAB,ABB-138,1518.0564,8.4043,-13.7344,72.5223,2.1484,0.212,2.3972,BTL,
ABAB,ABB-138,1518.2088,8.4043,-13.7812,70.5924,2.312,0.2292,2.3872,BTL,
ABAB,ABB-138,1518.3612,8.4043,-13.3516,67.567,1.9575,0.2342,2.385,BTL,
ABAB,ABB-138,1518.5136,8.4043,-13.3047,61.5463,1.615,0.2483,2.3787,BTL,
ABAB,ABB-138,1518.666,8.4296,-13.9765,65.8906,1.6246,0.2642,2.3763,BTL,
ABAB,ABB-138,1518.8184,8.455,-14.9236,68.7569,2.0753,0.2554,2.384,BTL,
ABAB,ABB-138,1518.9708,8.4043,-16.0625,82.1056,2.7338,0.2529,2.391,BTL,
ABAB,ABB-138,1519.1232,8.417,-15.4766,84.5206,2.5769,0.2331,2.3969,BTL,
ABAB,ABB-138,1519.2756,8.3789,-16.0,90.3122,2.8535,0.2343,2.398,BTL,
ABAB,ABB-138,1519.428,8.3662,-15.8281,86.0807,2.9699,0.236,2.4062,BTL,
ABAB,ABB-138,1519.5804,8.4043,-16.4297,79.9677,2.2044,0.2366,2.4153,BTL,
ABAB,ABB-138,1519.7328,8.4043,-15.9653,69.8738,2.0302,0.2766,2.4176,BTL,
ABAB,ABB-138,1519.8852,8.4296,-15.5938,65.1857,2.3959,0.2785,2.4224,BTL,
ABAB,ABB-138,1520.0376,8.417,-16.0859,69.2521,3.6356,0.2688,2.4324,BTL,
ABAB,ABB-138,1520.19,8.4296,-16.3359,80.8469,4.1535,0.2314,2.4464,BTL,
ABAB,ABB-138,1520.3424,8.4296,-17.0139,93.1115,3.9541,0.2236,2.4509,BTL,
ABAB,ABB-138,1520.4948,8.4296,-16.7422,102.7988,4.2497,0.2274,2.4544,BTL,
ABAB,ABB-138,1520.6472,8.4043,-16.8203,106.533,6.025,0.1904,2.4722,BTL,
ABAB,ABB-138,1520.7996,8.3789,-16.9766,123.2084,10.6662,0.1469,2.4992,BTL,
ABAB,ABB-138,1520.952,8.3282,-16.7266,143.1199,13.6428,0.1178,2.5192,BTL,
ABAB,ABB-138,1521.1044,8.3282,-16.4028,140.0165,9.5118,0.1128,2.5271,BTL,
ABAB,ABB-138,1521.2568,8.3028,-16.1797,122.5543,5.8323,0.1229,2.5179,BTL,
ABAB,ABB-138,1521.4092,8.3536,-16.0391,102.5761,5.2502,0.146,2.4974,BTL,
ABAB,ABB-138,1521.5616,8.3662,-15.7578,100.7461,5.5871,0.1493,2.474,BTL,
ABAB,ABB-138,1521.714,8.3789,-16.1805,93.5057,5.426,0.1458,2.4635,BTL,
ABAB,ABB-138,1521.8664,8.3789,-16.664,91.1542,5.0372,0.1255,2.4747,BTL,
ABAB,ABB-138,1522.0188,8.3789,-17.0547,86.5546,6.2619,0.1225,2.5065,BTL,
ABAB,ABB-138,1522.1712,8.3789,-16.5139,86.1789,7.1029,0.1126,2.5452,BTL,
ABAB,ABB-138,1522.3236,8.3282,-16.0156,84.2595,4.6337,0.1136,2.5645,BTL,
ABAB,ABB-138,1522.476,8.3282,-14.8438,89.6451,5.4465,0.1124,2.5575,BTL,
ABAB,ABB-138,1522.6284,8.3789,-14.461,93.1095,5.3538,0.1304,2.5207,BTL,
ABAB,ABB-138,1522.7808,8.3789,-13.9722,86.1101,4.3818,0.1331,2.4809,BTL,
ABAB,ABB-138,1522.9332,8.3789,-14.8203,79.0144,4.2605,0.1385,2.4598,BTL,
ABAB,ABB-138,1523.0856,8.3282,-15.9453,74.6139,5.2408,0.128,2.4763,BTL,
ABAB,ABB-138,1523.238,8.3536,-16.3906,73.4208,6.405,0.1289,2.5132,BTL,
ABAB,ABB-138,1523.3904,8.3536,-16.9653,78.0571,6.1289,0.1227,2.5245,BTL,
ABAB,ABB-138,1523.5428,8.3789,-17.7265,77.8214,6.0678,0.124,2.5382,BTL,
ABAB,ABB-138,1523.6952,8.3916,-18.0859,80.9822,7.5059,0.1204,2.5327,BTL,
ABAB,ABB-138,1523.8476,8.5057,-18.3403,73.4259,7.0583,0.1141,2.5302,BTL,
ABAB,ABB-138,1524.0,8.6325,-18.5,67.9317,6.8521,0.1154,2.5248,BTL,
ABAB,ABB-138,1524.1524,8.5818,-18.7422,60.0588,8.2037,0.1135,2.5431,BTL,
ABAB,ABB-138,1524.3048,8.5818,-17.1173,59.5549,8.2186,0.1112,2.5728,BTL,
ABAB,ABB-138,1524.4572,8.6072,-12.6252,61.0001,8.4284,0.1019,2.5822,BTL,
ABAB,ABB-138,1524.6096,8.5565,-13.5,57.5655,10.4474,0.0866,2.5863,BTL,
ABAB,ABB-138,1524.762,8.6072,-13.6719,53.4024,11.9554,0.0757,2.5937,BTL,
ABAB,ABB-138,1524.9144,8.6452,-12.8203,55.9047,10.0293,0.0683,2.6134,BTL,
ABAB,ABB-138,1525.0668,8.5184,-12.7292,58.7708,11.8571,0.0675,2.6279,BTL,
ABAB,ABB-138,1525.2192,8.455,-12.1172,65.5263,12.0107,0.0619,2.6291,BTL,
ABAB,ABB-138,1525.3716,8.455,-11.2813,61.499,8.8776,0.062,2.6218,BTL,
ABAB,ABB-138,1525.524,8.5057,-9.1798,62.4186,10.7913,0.0665,2.603,BTL,
ABAB,ABB-138,1525.6764,8.4804,-7.4653,54.216,16.8295,0.0669,2.6002,BTL,
ABAB,ABB-138,1525.8288,8.4677,-6.6172,49.3475,11.5489,0.0687,2.582,BTL,
ABAB,ABB-138,1525.9812,8.4677,-1.094,45.888,8.04,0.0705,2.5838,BTL,
ABAB,ABB-138,1526.1336,8.3789,5.2888,48.8884,9.0928,0.0748,2.5864,BTL,
ABAB,ABB-138,1526.286,8.3282,4.9722,50.9104,12.0422,0.072,2.6088,BTL,
ABAB,ABB-138,1526.4384,8.3028,4.8281,56.7997,8.0249,0.0711,2.6091,BTL,
ABAB,ABB-138,1526.5908,8.3409,5.0703,56.9602,6.6727,0.0708,2.6125,BTL,
ABAB,ABB-138,1526.7432,8.3536,2.7362,61.4115,14.4764,0.0706,2.6289,BTL,
ABAB,ABB-138,1526.8956,8.4043,1.0626,63.9294,16.5381,0.0665,2.6465,BTL,
ABAB,ABB-138,1527.048,8.4804,-0.0625,83.7957,9.0826,0.0763,2.6473,BTL,
ABAB,ABB-138,1527.2004,8.4804,-0.0625,92.05,5.394,0.088,2.6214,BTL,
ABAB,ABB-138,1527.3528,8.5184,-0.0625,96.6539,6.1688,0.0974,2.6123,BTL,
ABAB,ABB-138,1527.5052,8.5057,-0.0625,83.8051,10.4711,0.0877,2.6134,BTL,
ABAB,ABB-138,1527.6576,8.4804,-0.0625,78.5626,8.6234,0.0796,2.6363,BTL,
ABAB,ABB-138,1527.81,8.5311,-0.0625,71.3957,7.6018,0.0809,2.6386,BTL,
ABAB,ABB-138,1527.9624,8.5311,-0.0625,71.5229,6.8992,0.0901,2.6192,BTL,
ABAB,ABB-138,1528.1148,8.5311,-0.0625,76.6795,7.3045,0.0974,2.5941,BTL,
ABAB,ABB-138,1528.2672,8.5564,-0.0625,87.5706,6.8817,0.1071,2.571,BTL,
ABAB,ABB-138,1528.4196,8.5311,-0.0703,88.7871,6.3194,0.1137,2.5672,BTL,
ABAB,ABB-138,1528.572,8.5311,-0.2083,80.498,7.799,0.1189,2.5657,BTL,
ABAB,ABB-138,1528.7244,8.5311,-0.4375,70.0035,7.7393,0.1179,2.5592,BTL,
ABAB,ABB-138,1528.8768,8.5311,-0.1016,68.2836,7.6916,0.1121,2.5534,BTL,
ABAB,ABB-138,1529.0292,8.5564,-0.0625,67.2859,7.0182,0.1092,2.5461,BTL,
ABAB,ABB-138,1529.1816,8.5311,-0.0625,68.1467,7.6919,0.103,2.5596,BTL,
ABAB,ABB-138,1529.334,8.5057,-0.7708,73.0425,4.7193,0.1041,2.5587,BTL,
ABAB,ABB-138,1529.4864,8.5438,-1.7031,80.9266,4.8032,0.1105,2.5475,BTL,
ABAB,ABB-138,1529.6388,8.5184,-1.9453,88.8614,5.1846,0.1121,2.5415,BTL,
ABAB,ABB-138,1529.7912,8.5564,-1.4306,85.9462,4.6493,0.118,2.5422,BTL,
ABAB,ABB-138,1529.9436,8.5818,-0.9219,77.2608,6.2601,0.1181,2.5631,BTL,
ABAB,ABB-138,1530.096,8.5438,-0.4375,70.5276,5.1416,0.1154,2.5752,BTL,
ABAB,ABB-138,1530.2484,8.5438,-0.0764,65.1411,4.5373,0.1052,2.5861,BTL,
ABAB,ABB-138,1530.4008,8.5311,-0.0625,62.645,5.2977,0.1043,2.5804,BTL,
ABAB,ABB-138,1530.5532,8.5057,-0.0625,57.0742,8.5663,0.0968,2.5745,BTL,
ABAB,ABB-138,1530.7056,8.5311,-0.0625,52.0852,9.1395,0.088,2.5739,BTL,
ABAB,ABB-138,1530.858,8.5184,0.0312,48.7005,8.5734,0.0831,2.5825,BTL,
ABAB,ABB-138,1531.0104,8.5057,0.0208,47.9078,7.9645,0.0841,2.5883,BTL,
ABAB,ABB-138,1531.1628,8.5564,-0.0625,52.7888,5.3034,0.0875,2.5998,BTL,
ABAB,ABB-138,1531.3152,8.5311,-0.0625,58.9669,4.704,0.0947,2.5989,BTL,
ABAB,ABB-138,1531.4676,8.5057,-0.0625,64.5023,5.3738,0.0989,2.6094,BTL,
