DEPTH,STRUKTUR,WELL_NAME,CALI,SP,GR,RT,NPHI,RHOB,MARKER
1465.7832,ABAB,ABB-122,,-55.2543,69.541,1.103,0.3972,2.19,GUF
1465.9356,ABAB,ABB-122,,-54.887,69.541,1.089,0.3972,2.19,GUF
1466.088,ABAB,ABB-122,,-54.5187,69.541,1.063,0.3972,2.19,GUF
1466.2404,ABAB,ABB-122,,-54.4255,69.541,1.032,0.3972,2.19,GUF
1466.3928,ABAB,ABB-122,,-54.3312,69.541,1.002,0.3972,2.19,GUF
1466.5452,ABAB,ABB-122,,-54.237,69.541,0.973,0.3972,2.19,GUF
1466.6976,ABAB,ABB-122,,-54.1427,69.541,0.928,0.3972,2.19,GUF
1466.85,ABAB,ABB-122,,-53.9325,69.541,0.885,0.3972,2.19,GUF
1467.0024,ABAB,ABB-122,,-53.7212,69.541,0.841,0.3972,2.19,GUF
1467.1548,ABAB,ABB-122,,-53.5109,69.541,0.8,0.3972,2.19,GUF
1467.3072,ABAB,ABB-122,,-53.4987,69.541,0.784,0.3972,2.19,GUF
1467.4596,ABAB,ABB-122,,-53.4854,69.541,0.768,0.3972,2.19,GUF
1467.612,ABAB,ABB-122,,-53.4732,69.541,0.771,0.3972,2.19,GUF
1467.7644,ABAB,ABB-122,,-53.4609,69.541,0.816,0.3972,2.19,GUF
1467.9168,ABAB,ABB-122,,-53.5687,69.541,0.862,0.3972,2.19,GUF
1468.0692,ABAB,ABB-122,,-53.6764,69.541,0.92,0.3972,2.19,GUF
1468.2216,ABAB,ABB-122,,-53.7851,69.541,0.983,0.3972,2.19,GUF
1468.374,ABAB,ABB-122,,-53.8929,69.541,1.049,0.3972,2.19,GUF
1468.5264,ABAB,ABB-122,,-54.0006,69.541,1.108,0.3972,2.19,GUF
1468.6788,ABAB,ABB-122,,-54.0694,69.541,1.171,0.3972,2.19,GUF
1468.8312,ABAB,ABB-122,,-54.1371,69.541,1.237,0.3972,2.19,GUF
1468.9836,ABAB,ABB-122,,-54.2059,69.541,1.282,0.3972,2.19,GUF
1469.136,ABAB,ABB-122,,-54.2736,69.541,1.329,0.3972,2.19,GUF
1469.2884,ABAB,ABB-122,,-54.3254,69.541,1.377,0.3972,2.19,GUF
1469.4408,ABAB,ABB-122,,-54.3771,69.541,1.427,0.3972,2.19,GUF
1469.5932,ABAB,ABB-122,,-53.9538,69.541,1.48,0.3972,2.19,GUF
1469.7456,ABAB,ABB-122,,-53.5306,69.541,1.51,0.3972,2.19,GUF
1469.898,ABAB,ABB-122,,-53.2313,69.541,1.54,0.3972,2.19,GUF
1470.0504,ABAB,ABB-122,,-53.5311,69.541,1.554,0.3972,2.19,GUF
1470.2028,ABAB,ABB-122,,-53.8328,69.541,1.569,0.3972,2.19,GUF
1470.3552,ABAB,ABB-122,,-54.1326,69.541,1.583,0.3972,2.19,GUF
1470.5076,ABAB,ABB-122,,-54.7173,69.541,1.581,0.3972,2.19,GUF
1470.66,ABAB,ABB-122,,-55.302,69.541,1.578,0.3972,2.19,GUF
1470.8124,ABAB,ABB-122,,-55.9378,69.541,1.576,0.3972,2.19,GUF
1470.9648,ABAB,ABB-122,,-55.8565,69.541,1.572,0.3972,2.19,GUF
1471.1172,ABAB,ABB-122,,-55.7763,69.541,1.569,0.3972,2.19,GUF
1471.2696,ABAB,ABB-122,,-55.696,69.541,1.566,0.3972,2.19,GUF
1471.422,ABAB,ABB-122,,-55.6648,69.541,1.549,0.3972,2.19,GUF
1471.5744,ABAB,ABB-122,,-55.6345,69.541,1.532,0.3972,2.19,GUF
1471.7268,ABAB,ABB-122,,-55.6043,69.541,1.494,0.3972,2.19,GUF
1471.8792,ABAB,ABB-122,,-55.509,69.541,1.458,0.3972,2.19,GUF
1472.0316,ABAB,ABB-122,,-55.4137,69.541,1.422,0.3972,2.19,GUF
1472.184,ABAB,ABB-122,,-55.3185,69.541,1.416,0.3972,2.19,GUF
1472.3364,ABAB,ABB-122,,-55.2232,69.541,1.411,0.3972,2.19,GUF
1472.4888,ABAB,ABB-122,,-55.164,69.541,1.405,0.3972,2.19,GUF
1472.6412,ABAB,ABB-122,,-55.1037,69.541,1.474,0.3972,2.19,GUF
1472.7936,ABAB,ABB-122,,-55.0445,69.541,1.547,0.3972,2.19,GUF
1472.946,ABAB,ABB-122,,-54.9012,69.541,1.593,0.3972,2.19,GUF
1473.0984,ABAB,ABB-122,,-54.7589,69.541,1.614,0.3972,2.19,GUF
1473.2508,ABAB,ABB-122,,-54.6157,69.541,1.636,0.3972,2.19,GUF
1473.4032,ABAB,ABB-122,,-54.4734,69.541,1.657,0.3972,2.19,GUF
1473.5556,ABAB,ABB-122,,-54.1422,69.541,1.671,0.3972,2.19,GUF
1473.708,ABAB,ABB-122,,-53.8119,69.541,1.685,0.3972,2.19,GUF
1473.8604,ABAB,ABB-122,,-53.4807,69.541,1.7,0.3972,2.19,GUF
1474.0128,ABAB,ABB-122,,-53.4974,69.541,1.714,0.3972,2.19,GUF
1474.1652,ABAB,ABB-122,,-53.5131,69.541,1.692,0.3972,2.19,GUF
1474.3176,ABAB,ABB-122,,-54.1679,69.541,1.671,0.3972,2.19,GUF
1474.47,ABAB,ABB-122,,-54.8216,69.541,1.65,0.3972,2.19,GUF
1474.6224,ABAB,ABB-122,,-55.0794,69.541,1.645,0.3972,2.19,GUF
1474.7748,ABAB,ABB-122,,-55.3371,69.541,1.639,0.3972,2.19,GUF
1474.9272,ABAB,ABB-122,,-55.5949,69.541,1.634,0.3972,2.19,GUF
1475.0796,ABAB,ABB-122,,-55.5266,69.541,1.629,0.3972,2.19,GUF
1475.232,ABAB,ABB-122,,-55.6924,69.541,1.623,0.3972,2.19,GUF
1475.3844,ABAB,ABB-122,,-55.8581,69.541,1.618,0.3972,2.19,GUF
1475.5368,ABAB,ABB-122,,-56.0238,69.541,1.614,0.3972,2.19,GUF
1475.6892,ABAB,ABB-122,,-56.8116,69.541,1.61,0.3972,2.19,GUF
1475.8416,ABAB,ABB-122,,-57.3723,69.541,1.607,0.3972,2.19,GUF
1475.994,ABAB,ABB-122,,-57.9331,69.541,1.604,0.3972,2.19,GUF
1476.1464,ABAB,ABB-122,,-57.2878,69.541,1.58,0.3972,2.19,GUF
1476.2988,ABAB,ABB-122,,-56.1736,69.541,1.557,0.3972,2.19,GUF
1476.4512,ABAB,ABB-122,,-55.4073,69.541,1.535,0.3972,2.19,GUF
1476.6036,ABAB,ABB-122,,-54.642,69.541,1.495,0.3972,2.19,GUF
1476.756,ABAB,ABB-122,,-54.4918,69.541,1.456,0.3972,2.19,GUF
1476.9084,ABAB,ABB-122,,-54.3425,69.541,1.413,0.3972,2.19,GUF
1477.0608,ABAB,ABB-122,,-54.4813,69.541,1.37,0.3972,2.19,GUF
1477.2132,ABAB,ABB-122,,-54.683,69.541,1.33,0.3972,2.19,GUF
1477.3656,ABAB,ABB-122,,-54.8838,69.541,1.293,0.3972,2.19,GUF
1477.518,ABAB,ABB-122,,-53.8195,69.541,1.257,0.3972,2.19,GUF
1477.6704,ABAB,ABB-122,,-53.3603,69.541,1.222,0.3972,2.19,GUF
1477.8228,ABAB,ABB-122,,-53.442,69.541,1.182,0.3972,2.19,GUF
1477.9752,ABAB,ABB-122,,-53.5237,69.541,1.15,0.3972,2.19,GUF
1478.1276,ABAB,ABB-122,,-53.7865,69.541,1.118,0.3972,2.19,GUF
1478.28,ABAB,ABB-122,,-50.1192,69.541,1.092,0.3972,2.19,GUF
1478.4324,ABAB,ABB-122,,-49.906,69.541,1.066,0.3972,2.19,GUF
1478.5848,ABAB,ABB-122,,-49.6927,69.541,1.123,0.3972,2.19,GUF
1478.7372,ABAB,ABB-122,,-49.8435,69.541,1.184,0.3972,2.19,GUF
1478.8896,ABAB,ABB-122,,-49.9952,69.541,1.257,0.3972,2.19,GUF
1479.042,ABAB,ABB-122,,-50.1459,69.541,1.334,0.3972,2.19,GUF
1479.1944,ABAB,ABB-122,,-50.2977,69.541,1.43,0.3972,2.19,GUF
1479.3468,ABAB,ABB-122,,-49.5404,69.541,1.533,0.3972,2.19,GUF
1479.4992,ABAB,ABB-122,,-48.7832,69.541,1.637,0.3972,2.19,GUF
1479.6516,ABAB,ABB-122,,-49.0899,69.541,1.679,0.3972,2.19,GUF
1479.804,ABAB,ABB-122,,-49.3957,69.541,1.666,0.3972,2.19,GUF
1479.9564,ABAB,ABB-122,,-49.7014,69.541,1.653,0.3972,2.19,GUF
1480.1088,ABAB,ABB-122,,-50.2042,69.541,1.571,0.3972,2.19,GUF
1480.2612,ABAB,ABB-122,,-50.7069,69.541,1.493,0.3972,2.19,GUF
1480.4136,ABAB,ABB-122,,-51.2086,69.541,1.418,0.3972,2.19,GUF
1480.566,ABAB,ABB-122,,-51.0884,69.541,1.316,0.3972,2.19,GUF
1480.7184,ABAB,ABB-122,,-50.9671,69.541,1.221,0.3972,2.19,GUF
1480.8708,ABAB,ABB-122,,-50.4219,69.541,1.149,0.3972,2.19,GUF
1481.0232,ABAB,ABB-122,,-49.8766,69.541,1.113,0.3972,2.19,GUF
1481.1756,ABAB,ABB-122,,-49.3314,69.541,1.141,0.3972,2.19,GUF
1481.328,ABAB,ABB-122,,-49.4331,69.541,1.17,0.3972,2.19,GUF
1481.4804,ABAB,ABB-122,,-49.5348,69.541,1.2,0.3972,2.19,GUF
1481.6328,ABAB,ABB-122,,-49.6366,69.541,1.319,0.3972,2.19,GUF
1481.7852,ABAB,ABB-122,,-50.4623,69.541,1.4,0.3972,2.19,GUF
1481.9376,ABAB,ABB-122,,-51.2891,69.541,1.487,0.3972,2.19,GUF
1482.09,ABAB,ABB-122,,-52.1148,69.541,1.717,0.3972,2.19,GUF
1482.2424,ABAB,ABB-122,,-52.4176,69.541,1.734,0.3972,2.19,GUF
1482.3948,ABAB,ABB-122,,-52.7203,69.541,1.751,0.3972,2.19,GUF
1482.5472,ABAB,ABB-122,,-53.023,69.541,1.705,0.3972,2.19,GUF
1482.6996,ABAB,ABB-122,,-52.7528,69.541,1.606,0.3972,2.19,GUF
1482.852,ABAB,ABB-122,,-52.4835,69.541,1.513,0.3972,2.19,GUF
1483.0044,ABAB,ABB-122,,-52.7223,69.541,1.425,0.3972,2.19,GUF
1483.1568,ABAB,ABB-122,,-52.961,69.541,1.259,0.3972,2.19,GUF
1483.3092,ABAB,ABB-122,,-53.2008,69.541,1.153,0.3972,2.19,GUF
1483.4616,ABAB,ABB-122,,-53.4395,69.541,1.055,0.3972,2.19,GUF
1483.614,ABAB,ABB-122,,-53.0823,69.541,0.987,0.3972,2.19,GUF
1483.7664,ABAB,ABB-122,,-52.726,69.541,0.923,0.3972,2.19,GUF
1483.9188,ABAB,ABB-122,,-52.3687,69.541,0.864,0.3972,2.19,GUF
1484.0712,ABAB,ABB-122,,-52.0125,69.541,0.826,0.3972,2.19,GUF
1484.2236,ABAB,ABB-122,,-51.4142,69.541,0.789,0.3972,2.19,GUF
1484.376,ABAB,ABB-122,,-50.815,69.541,0.754,0.3972,2.19,GUF
1484.5284,ABAB,ABB-122,,-50.2167,69.541,0.734,0.3972,2.19,GUF
1484.6808,ABAB,ABB-122,,-50.6765,69.541,0.714,0.3972,2.19,GUF
1484.8332,ABAB,ABB-122,,-51.1362,69.541,0.695,0.3972,2.19,GUF
1484.9856,ABAB,ABB-122,,-51.5949,69.541,0.667,0.3972,2.19,GUF
1485.138,ABAB,ABB-122,,-51.3557,69.541,0.641,0.3972,2.19,GUF
1485.2904,ABAB,ABB-122,,-51.1174,69.541,0.643,0.3972,2.19,GUF
1485.4428,ABAB,ABB-122,,-50.8782,69.541,0.646,0.3972,2.19,GUF
1485.5952,ABAB,ABB-122,,-50.6389,69.541,0.648,0.3972,2.19,GUF
1485.7476,ABAB,ABB-122,,-50.0937,69.541,0.651,0.3972,2.19,GUF
1485.9,ABAB,ABB-122,,-49.5484,69.541,0.653,0.3972,2.19,GUF
1486.0524,ABAB,ABB-122,,-49.0031,69.541,0.646,0.3972,2.19,GUF
1486.2048,ABAB,ABB-122,,-49.4119,69.541,0.638,0.3972,2.19,GUF
1486.3572,ABAB,ABB-122,,-49.8216,69.541,0.616,0.3972,2.19,GUF
1486.5096,ABAB,ABB-122,,-50.2074,69.541,0.594,0.3972,2.19,GUF
1486.662,ABAB,ABB-122,,-50.5931,69.541,0.573,0.3972,2.19,GUF
1486.8144,ABAB,ABB-122,,-50.9789,69.541,0.559,0.3972,2.19,GUF
1486.9668,ABAB,ABB-122,,-51.3646,69.541,0.545,0.3972,2.19,GUF
1487.1192,ABAB,ABB-122,,-50.8634,69.541,0.531,0.3972,2.19,GUF
1487.2716,ABAB,ABB-122,,-50.3621,69.541,0.525,0.3972,2.19,GUF
1487.424,ABAB,ABB-122,,-49.8598,69.541,0.52,0.3972,2.19,GUF
1487.5764,ABAB,ABB-122,,-49.7896,69.541,0.514,0.3972,2.19,GUF
1487.7288,ABAB,ABB-122,,-49.7203,69.541,0.522,0.3972,2.19,GUF
1487.8812,ABAB,ABB-122,,-49.6501,69.541,0.53,0.3972,2.19,GUF
1488.0336,ABAB,ABB-122,,-49.5798,69.541,0.538,0.3972,2.19,GUF
1488.186,ABAB,ABB-122,,-49.2106,69.541,0.551,0.3972,2.19,GUF
1488.3384,ABAB,ABB-122,,-48.8403,69.541,0.564,0.3972,2.19,GUF
1488.4908,ABAB,ABB-122,,-48.471,69.541,0.578,0.3972,2.19,GUF
1488.6432,ABAB,ABB-122,,-48.1018,69.541,0.591,0.3972,2.19,GUF
1488.7956,ABAB,ABB-122,,-49.0655,69.541,0.604,0.3972,2.19,GUF
1488.948,ABAB,ABB-122,,-50.0293,69.541,0.604,0.3972,2.19,GUF
1489.1004,ABAB,ABB-122,,-50.796,69.541,0.603,0.3972,2.19,GUF
1489.2528,ABAB,ABB-122,,-51.5628,69.541,0.59,0.3972,2.19,GUF
1489.4052,ABAB,ABB-122,,-50.7155,69.541,0.577,0.3972,2.19,GUF
1489.5576,ABAB,ABB-122,,-49.8683,69.541,0.565,0.3972,2.19,GUF
1489.71,ABAB,ABB-122,,-49.608,69.541,0.549,0.3972,2.19,GUF
1489.8624,ABAB,ABB-122,,-49.3487,69.541,0.535,0.3972,2.19,GUF
1490.0148,ABAB,ABB-122,,-49.0885,69.541,0.541,0.3972,2.19,GUF
1490.1672,ABAB,ABB-122,,-49.3032,69.541,0.547,0.3972,2.19,GUF
1490.3196,ABAB,ABB-122,,-49.519,69.541,0.575,0.3972,2.19,GUF
1490.472,ABAB,ABB-122,,-49.7347,69.541,0.604,0.3972,2.19,GUF
1490.6244,ABAB,ABB-122,,-49.9495,69.541,0.659,0.3972,2.19,GUF
1490.7768,ABAB,ABB-122,,-49.2952,69.541,0.719,0.3972,2.19,GUF
1490.9292,ABAB,ABB-122,,-48.6399,69.541,0.786,0.3972,2.19,GUF
1491.0816,ABAB,ABB-122,,-47.9847,69.541,0.858,0.3972,2.19,GUF
1491.234,ABAB,ABB-122,,-47.9974,69.541,0.937,0.3972,2.19,GUF
1491.3864,ABAB,ABB-122,,-48.0112,69.541,1.022,0.3972,2.19,GUF
1491.5388,ABAB,ABB-122,,-48.3886,69.541,1.111,0.3972,2.19,GUF
1491.6912,ABAB,ABB-122,,-48.7644,69.541,1.175,0.3972,2.19,GUF
1491.8436,ABAB,ABB-122,,-48.7972,69.541,1.201,0.3972,2.19,GUF
1491.996,ABAB,ABB-122,,-48.83,69.541,1.227,0.3972,2.19,GUF
1492.1484,ABAB,ABB-122,,-48.8618,69.541,1.196,0.3972,2.19,GUF
1492.3008,ABAB,ABB-122,,-48.8946,69.541,1.167,0.3972,2.19,GUF
1492.4532,ABAB,ABB-122,,-48.5844,69.541,1.085,0.3972,2.19,GUF
1492.6056,ABAB,ABB-122,,-48.2753,69.541,1.01,0.3972,2.19,GUF
1492.758,ABAB,ABB-122,,-47.9661,69.541,0.94,0.3972,2.19,GUF
1492.9104,ABAB,ABB-122,,-48.0889,69.541,0.875,0.3972,2.19,GUF
1493.0628,ABAB,ABB-122,,-48.2127,69.541,0.824,0.3972,2.19,GUF
1493.2152,ABAB,ABB-122,,-48.3355,69.541,0.775,0.3972,2.19,GUF
1493.3676,ABAB,ABB-122,,-48.4593,69.541,0.728,0.3972,2.19,GUF
1493.52,ABAB,ABB-122,,-48.4901,69.541,0.683,0.3972,2.19,GUF
1493.6724,ABAB,ABB-122,,-48.5209,69.541,0.644,0.3972,2.19,GUF
1493.8248,ABAB,ABB-122,,-48.5527,69.541,0.634,0.3972,2.19,GUF
1493.9772,ABAB,ABB-122,,-48.5835,69.541,0.625,0.3972,2.19,GUF
1494.1296,ABAB,ABB-122,,-48.6143,69.541,0.615,0.3972,2.19,GUF
1494.282,ABAB,ABB-122,,-48.7621,69.541,0.629,0.3972,2.19,GUF
1494.4344,ABAB,ABB-122,,-48.9109,69.541,0.643,0.3972,2.19,GUF
1494.5868,ABAB,ABB-122,,-49.0587,69.541,0.657,0.3972,2.19,GUF
1494.7392,ABAB,ABB-122,,-49.2065,69.541,0.672,0.3972,2.19,GUF
1494.8916,ABAB,ABB-122,,-49.3544,69.541,0.711,0.3972,2.19,GUF
1495.044,ABAB,ABB-122,,-49.2192,69.541,0.752,0.3972,2.19,GUF
1495.1964,ABAB,ABB-122,,-49.084,69.541,0.796,0.3972,2.19,GUF
1495.3488,ABAB,ABB-122,,-48.9488,69.541,0.81,0.3972,2.19,GUF
1495.5012,ABAB,ABB-122,,-48.8136,69.541,0.798,0.3972,2.19,GUF
1495.6536,ABAB,ABB-122,,-48.6784,69.541,0.787,0.3972,2.19,GUF
1495.806,ABAB,ABB-122,,-48.7202,69.541,0.785,0.3972,2.19,GUF
1495.9584,ABAB,ABB-122,,-48.762,69.541,0.784,0.3972,2.19,GUF
1496.1108,ABAB,ABB-122,,-48.8038,69.541,0.783,0.3972,2.19,GUF
1496.2632,ABAB,ABB-122,,-48.8456,69.541,0.794,0.3972,2.19,GUF
1496.4156,ABAB,ABB-122,,-48.8874,69.541,0.807,0.3972,2.19,GUF
1496.568,ABAB,ABB-122,,-48.8802,69.541,0.819,0.3972,2.19,GUF
1496.7204,ABAB,ABB-122,,-48.873,69.541,0.801,0.3972,2.19,GUF
1496.8728,ABAB,ABB-122,,-48.8658,69.541,0.783,0.3972,2.19,GUF
1497.0252,ABAB,ABB-122,,-48.8586,69.541,0.784,0.3972,2.19,GUF
1497.1776,ABAB,ABB-122,,-48.8514,69.541,0.786,0.3972,2.19,GUF
1497.33,ABAB,ABB-122,,-48.9133,69.541,0.787,0.3972,2.19,GUF
1497.4824,ABAB,ABB-122,,-48.9751,69.541,0.779,0.3972,2.19,GUF
1497.6348,ABAB,ABB-122,,-49.0359,69.541,0.77,0.3972,2.19,GUF
1497.7872,ABAB,ABB-122,,-49.0977,69.541,0.762,0.3972,2.19,GUF
1497.9396,ABAB,ABB-122,,-49.0785,69.541,0.754,0.3972,2.19,GUF
1498.092,ABAB,ABB-122,,-49.0603,69.541,0.72,0.3972,2.19,GUF
1498.2444,ABAB,ABB-122,,-49.0411,69.541,0.692,0.3972,2.19,GUF
1498.3968,ABAB,ABB-122,,-49.3219,69.541,0.664,0.3972,2.19,GUF
1498.5492,ABAB,ABB-122,,-49.6017,69.541,0.682,0.3972,2.19,GUF
1498.7016,ABAB,ABB-122,,-50.4805,69.541,0.7,0.3972,2.19,GUF
1498.854,ABAB,ABB-122,,-51.3603,69.541,0.719,0.3972,2.19,GUF
1499.0064,ABAB,ABB-122,,-51.8651,69.541,0.785,0.3972,2.19,GUF
1499.1588,ABAB,ABB-122,,-52.3709,69.541,0.857,0.3972,2.19,GUF
1499.3112,ABAB,ABB-122,,-52.1627,69.541,0.982,0.3972,2.19,GUF
1499.4636,ABAB,ABB-122,,-51.9545,69.541,1.124,0.3972,2.19,GUF
1499.616,ABAB,ABB-122,,-51.7463,69.541,1.215,0.3972,2.19,GUF
1499.7684,ABAB,ABB-122,,-51.3012,69.541,1.314,0.3972,2.19,GUF
1499.9208,ABAB,ABB-122,,-50.856,69.541,1.326,0.3972,2.19,GUF
1700.022,ABAB,ABB-122,12.829,-51.9511,130.438,1.824,0.3556,2.272,A
1700.1744,ABAB,ABB-122,12.916,-51.6166,133.559,1.832,0.3432,2.288,A
1700.3268,ABAB,ABB-122,13.003,-51.2821,134.213,1.879,0.3307,2.303,A
1700.4792,ABAB,ABB-122,12.485,-50.9475,134.866,1.927,0.3183,2.339,A
1700.6316,ABAB,ABB-122,11.775,-50.613,132.055,1.977,0.2974,2.4,A
1700.784,ABAB,ABB-122,11.601,-50.6815,129.245,2.028,0.2861,2.472,A
1700.9364,ABAB,ABB-122,11.614,-50.7489,126.434,2.011,0.2749,2.478,A
1701.0888,ABAB,ABB-122,11.628,-50.8174,124.533,1.995,0.2703,2.484,A
1701.2412,ABAB,ABB-122,11.785,-50.6209,122.632,1.978,0.2657,2.442,A
1701.3936,ABAB,ABB-122,11.942,-50.4253,123.829,1.969,0.2611,2.405,A
1701.546,ABAB,ABB-122,11.876,-50.2288,125.026,1.96,0.2616,2.395,A
1701.6984,ABAB,ABB-122,11.752,-50.0333,126.655,1.951,0.2622,2.409,A
1701.8508,ABAB,ABB-122,11.817,-49.8367,128.283,1.942,0.2681,2.402,A
1702.0032,ABAB,ABB-122,11.883,-49.6412,126.869,1.934,0.274,2.38,A
1702.1556,ABAB,ABB-122,12.139,-49.8007,125.456,1.921,0.2799,2.357,A
1702.308,ABAB,ABB-122,12.37,-49.9601,124.042,1.909,0.2846,2.345,A
1702.4604,ABAB,ABB-122,12.384,-50.1186,124.18,1.896,0.2893,2.349,A
1702.6128,ABAB,ABB-122,12.398,-50.278,122.138,1.884,0.2894,2.352,A
1702.7652,ABAB,ABB-122,12.023,-50.4375,120.031,1.872,0.2865,2.333,A
1702.9176,ABAB,ABB-122,11.864,-50.597,117.924,1.854,0.2836,2.354,A
1703.07,ABAB,ABB-122,11.976,-50.8244,126.514,1.837,0.2807,2.38,A
1703.2224,ABAB,ABB-122,12.088,-51.0519,130.057,1.819,0.2801,2.381,A
1703.3748,ABAB,ABB-122,12.046,-51.2794,127.727,1.802,0.2795,2.381,A
1703.5272,ABAB,ABB-122,11.986,-51.5068,125.397,1.778,0.2811,2.36,A
1703.6796,ABAB,ABB-122,12.087,-51.7343,123.675,1.754,0.2826,2.327,A
1703.832,ABAB,ABB-122,12.189,-51.5078,124.997,1.731,0.2815,2.296,A
1703.9844,ABAB,ABB-122,12.147,-51.2812,126.319,1.708,0.2803,2.29,A
1704.1368,ABAB,ABB-122,12.105,-51.0547,125.592,1.704,0.2792,2.307,A
1704.2892,ABAB,ABB-122,12.288,-50.8292,124.865,1.7,0.2803,2.3,A
1704.4416,ABAB,ABB-122,12.261,-50.6026,124.138,1.696,0.2815,2.262,A
1704.594,ABAB,ABB-122,12.234,-50.1911,124.262,1.692,0.2849,2.235,A
1704.7464,ABAB,ABB-122,12.131,-49.7806,127.142,1.681,0.2855,2.224,A
1704.8988,ABAB,ABB-122,12.028,-49.369,125.349,1.669,0.2862,2.241,A
1705.0512,ABAB,ABB-122,11.925,-48.9575,125.181,1.658,0.2868,2.267,A
1705.2036,ABAB,ABB-122,11.947,-49.287,125.013,1.647,0.2849,2.303,A
1705.356,ABAB,ABB-122,11.969,-49.6164,125.116,1.615,0.2783,2.338,A
1705.5084,ABAB,ABB-122,11.809,-49.9759,125.218,1.584,0.2717,2.35,A
1705.6608,ABAB,ABB-122,11.516,-50.3364,121.31,1.553,0.2659,2.36,A
1705.8132,ABAB,ABB-122,11.231,-50.6968,117.402,1.454,0.26,2.369,A
1705.9656,ABAB,ABB-122,11.277,-51.0563,112.734,1.355,0.2575,2.364,A
1706.118,ABAB,ABB-122,11.323,-51.4168,110.314,1.262,0.2602,2.288,A
1706.2704,ABAB,ABB-122,11.222,-51.5612,107.895,1.194,0.2629,2.304,A
1706.4228,ABAB,ABB-122,11.29,-51.7057,108.847,1.13,0.2922,2.316,A
1706.5752,ABAB,ABB-122,11.859,-51.8502,109.799,1.129,0.3243,2.269,A
1706.7276,ABAB,ABB-122,12.427,-51.7256,114.499,1.128,0.3288,2.228,A
1706.88,ABAB,ABB-122,12.772,-51.6011,116.143,1.183,0.3333,2.172,A
1707.0324,ABAB,ABB-122,12.781,-51.4775,117.787,1.24,0.339,2.16,A
1707.1848,ABAB,ABB-122,12.717,-51.353,119.431,1.299,0.3447,2.156,A
1707.3372,ABAB,ABB-122,12.838,-51.1345,117.331,1.391,0.3442,2.152,A
1707.4896,ABAB,ABB-122,12.96,-50.9159,115.232,1.488,0.3346,2.158,A
1707.642,ABAB,ABB-122,12.952,-50.6974,110.194,1.536,0.3251,2.181,A
1707.7944,ABAB,ABB-122,12.944,-50.4789,105.157,1.586,0.3051,2.213,A
1707.9468,ABAB,ABB-122,12.758,-50.3203,98.018,1.638,0.2688,2.253,A
1708.0992,ABAB,ABB-122,12.572,-50.1618,91.362,1.595,0.253,2.504,A
1708.2516,ABAB,ABB-122,12.098,-50.0033,88.194,1.554,0.2633,2.601,A
1708.404,ABAB,ABB-122,11.722,-49.8447,94.013,1.506,0.2932,2.566,A
1708.5564,ABAB,ABB-122,11.346,-49.8992,109.685,1.46,0.3238,2.5,A
1708.7088,ABAB,ABB-122,10.969,-49.9537,116.849,1.416,0.3418,2.401,A
1708.8612,ABAB,ABB-122,11.14,-50.0081,120.027,1.372,0.3504,2.341,A
1709.0136,ABAB,ABB-122,11.311,-50.0636,123.204,1.37,0.3558,2.281,A
1709.166,ABAB,ABB-122,11.643,-50.1591,125.305,1.368,0.3612,2.223,A
1709.3184,ABAB,ABB-122,12.063,-50.2545,127.405,1.385,0.3601,2.197,A
1709.4708,ABAB,ABB-122,12.368,-50.351,129.506,1.403,0.359,2.213,A
1709.6232,ABAB,ABB-122,12.223,-50.4465,127.275,1.421,0.358,2.242,A
1709.7756,ABAB,ABB-122,12.078,-50.5429,125.043,1.434,0.3496,2.281,A
1709.928,ABAB,ABB-122,11.932,-50.6384,124.488,1.446,0.341,2.285,A
1710.0804,ABAB,ABB-122,12.051,-50.5599,123.933,1.459,0.3324,2.299,A
1710.2328,ABAB,ABB-122,12.171,-50.4823,126.358,1.471,0.3467,2.301,A
1710.3852,ABAB,ABB-122,11.999,-50.4038,128.783,1.463,0.3545,2.297,A
1710.5376,ABAB,ABB-122,11.705,-50.3252,129.572,1.454,0.3622,2.292,A
1710.69,ABAB,ABB-122,11.73,-50.2467,130.361,1.459,0.3576,2.313,A
1710.8424,ABAB,ABB-122,11.856,-50.5692,130.28,1.464,0.3565,2.327,A
1710.9948,ABAB,ABB-122,11.982,-50.8906,130.2,1.469,0.3554,2.303,A
1711.1472,ABAB,ABB-122,11.904,-51.2121,130.119,1.488,0.3544,2.31,A
1711.2996,ABAB,ABB-122,11.825,-51.5336,131.963,1.507,0.3565,2.316,A
1711.452,ABAB,ABB-122,11.907,-51.855,133.807,1.527,0.3587,2.297,A
1711.6044,ABAB,ABB-122,11.988,-52.0565,133.659,1.547,0.3608,2.278,A
1711.7568,ABAB,ABB-122,12.021,-52.257,133.512,1.567,0.3555,2.278,A
1711.9092,ABAB,ABB-122,12.054,-52.4574,133.365,1.601,0.3502,2.275,A
1712.0616,ABAB,ABB-122,11.954,-52.6579,133.462,1.636,0.3531,2.252,A
1712.214,ABAB,ABB-122,11.854,-52.3004,133.558,1.672,0.356,2.234,A
1712.3664,ABAB,ABB-122,11.754,-51.9428,133.655,1.708,0.3524,2.246,A
1712.5188,ABAB,ABB-122,11.398,-51.5853,132.83,1.78,0.3488,2.258,A
1712.6712,ABAB,ABB-122,11.269,-51.2278,132.005,1.854,0.3522,2.265,A
1712.8236,ABAB,ABB-122,11.501,-50.8852,129.471,1.931,0.3547,2.272,A
